commodity,n_months,mean_index,std_index,mean_mom_change,std_mom_change,median_usdprice,cv_index
Beras butir pendek impor,118,107.07352677161407,16.854929200250467,0.4231033548926536,7.287475450683959,31.95,0.15741453287703627
Lentil moong,121,80.55333148783032,12.614829666880407,0.017083233493772325,6.091132358645882,1.26,0.15660220916854575
Ikan lele,119,100.87104247440618,15.728276419808312,0.4633576388559668,8.99295093565672,2.38,0.15592459474976694
Bawang putih ukuran kecil,118,116.3051158996525,17.877000514616924,0.7811872675349467,11.385091985365733,1.605,0.1537077743857898
Minyak biji kapas,121,105.68560171680157,16.160829139480906,0.4267386042029153,7.114276762733745,1.6,0.15291419906739961
Minyak jagung,117,122.63694582971694,18.63483715404412,0.3565033696709565,4.693527730473822,6.57,0.15195124950289324
Apel kering,106,89.55102320373547,13.479731532543743,1.715215216206924,19.755322320711414,1.34,0.15052571204994852
Beras kasar,122,113.65724782753769,17.011365188322138,0.3146321070501132,5.327344058877186,0.43,0.1496725067118905
Lentil urad,115,74.06233900684445,11.009393667343357,-0.2575998425569232,3.907685081728316,1.36,0.14865036420637384
Beras butir panjang kualitas tinggi lokal,104,83.15102328863796,11.618979888415462,0.03534226273358995,7.314424975026671,0.89,0.1397334564131951
Minyak kacang,119,112.80049769609303,14.919055678723312,0.5836399092266433,7.773199243222017,2.09,0.13226054834366258
Keju kambing,111,103.68844996977576,13.65499176849052,1.1623392052439663,14.301943553086831,6.53,0.13169250550539455
Kambing jantan kebiri ukuran sedang,103,111.18820214400395,14.51555196105733,0.6171980392676764,9.46290852059167,25.095,0.1305493899636735
Daging sapi kualitas pertama,120,94.26951244809386,12.202618269471555,-0.05410031813333942,3.8421132314656172,8.03,0.12944395226601485
Tepung terigu kualitas tinggi,115,98.3353626866729,12.625749597306589,0.31333972127720094,5.697236259549973,0.48,0.12839480378524826
Beras ketan belum digiling,118,95.60054404687173,11.997177427566058,0.3567163616640294,8.58935417734718,0.3725,0.12549277357338043
Gula merah,120,103.15219988291987,12.691011183591963,0.41130558886960833,6.458827743707921,0.965,0.12303190041508133
Roti cokelat,121,139.6326750879437,15.614770304189385,0.5910296340973328,5.878512257952446,0.725,0.11182748088407575
Keju berlemak,107,101.04089703227464,11.17694522708525,0.5216680031884163,7.38239800088161,4.9,0.11061803245387947
Beras biasa belum digiling,118,113.15277141548327,11.719599336088073,0.33726570169641745,7.720858481367219,0.42,0.10357324164032293
Daging sapi tanpa tulang,116,102.53285569819143,10.44422766845353,0.5945195352373155,7.848303895620569,5.27,0.10186225280993276
Roti khoboz,122,92.58196721311477,9.42346888332844,0.5758972603762691,10.741710323935274,0.14,0.1017851442023966
Beras kualitas sedang,115,108.41182851668317,10.465914905771692,0.329278605593892,2.806197950764715,0.9675,0.09653849629665755
